lsoa_code,IMDScore
E01016014,26.661
E01016015,19.501
E01016016,33.181
E01016017,52.995
E01016018,34.227
E01016019,45.838
E01016020,36.535
E01016021,30.788
E01016022,33.149
E01016023,54.405
E01016024,41.954
E01016025,36.851
E01016026,6.712
E01016027,9.1
E01016028,12.393
E01016029,19.564
E01016030,31.011
E01016031,52.408
E01016032,60.875
E01016033,63.76
E01016034,20.359
E01016035,42.366
E01016036,28.105
E01016037,32.345
E01016038,32.369
E01016039,34.798
E01016040,36.552
E01016041,41.102
E01016042,32.062
E01016043,30.056
E01016044,30.393
E01016045,28.57
E01016046,34.313
E01016047,29.165
E01016048,22.538
E01016049,49.398
E01016050,4.23
E01016051,3.684
E01016052,7.625
E01016053,7.722
E01016054,3.507
E01016055,22.594
E01016056,16.067
E01016057,15.877
E01016058,16.882
E01016059,35.641
E01016060,8.876
E01016061,43.474
E01016062,46.747
E01016063,56.532
E01016064,39.216
E01016065,19.395
E01016066,34.429
E01016067,27.005
E01016068,40.719
E01016069,55.292
E01016070,27.421
E01016071,31.17
E01016072,26.59
E01016073,7.422
E01016074,25.333
E01016075,21.126
E01016076,13.915
E01016077,26.418
E01016078,14.686
E01016079,11.928
E01016080,16.014
E01016081,6.694
E01016082,10.591
E01016083,51.436
E01016084,27.647
E01016085,4.326
E01016086,7.575
E01016087,12.777
E01016088,21.121
E01016089,12.165
E01016090,7.151
E01016091,7.013
E01016092,6.255
E01016093,12.029
E01016094,11.343
E01016095,10.749
E01016096,10.068
E01016097,24.296
E01016098,30.419
E01016099,11.111
E01016100,23.963
E01016101,9.951
E01016102,36.324
E01016103,12.476
E01016104,7.777
E01016105,8.974
E01016106,9.991
E01016107,8.526
E01016110,33.589
E01016111,73.322
E01016112,7.289
E01016113,16.774
E01016114,31.603
E01016115,23.265
E01016116,22.799
E01016117,41.098
E01016118,21.867
E01016119,11.546
E01016120,26.327
E01016121,11.163
E01016122,10.331
E01016123,13.561
E01016124,16.246
E01016125,18.206
E01016126,10.252
E01016127,21.097
E01016128,31.058
E01016129,28.696
E01016130,20.322
E01016131,13.342
E01016132,8.789
E01016133,6.87
E01016134,16.384
E01016135,21.343
E01016136,34.086
E01016137,25.613
E01016138,9.014
E01016139,11.992
E01016140,36.751
E01016141,25.779
E01016142,15.296
E01016143,23.378
E01016144,10.344
E01016145,7.112
E01016146,28.644
E01016147,8.223
E01016148,10.444
E01016149,19.605
E01016150,35.104
E01016151,22.267
E01016152,35.572
E01016153,45.082
E01016154,31.451
E01016155,29.734
E01016156,18.556
E01016157,23.269
E01016158,17.971
E01016159,43.769
E01016160,39.675
E01016161,48.254
E01016162,12.241
E01016163,24.187
E01016164,31.08
E01016165,17.8
E01016166,15.893
E01016167,16.297
E01016168,26.205
E01016169,9.978
E01016170,13.434
E01016171,32.867
E01016172,6.838
E01016173,31.073
E01016174,22.071
E01016175,10.135
E01016176,7.137
E01016177,23.385
E01016178,18.758
E01016179,14.066
E01016180,9.63
E01016181,6.851
E01016182,1.586
E01016183,3.031
E01016184,5.57
E01016185,4.64
E01016186,8.884
E01016187,0.859
E01016188,4.588
E01016190,9.32
E01016191,13.845
E01016192,9.013
E01016193,7.263
E01016194,2.353
E01016195,10.484
E01016196,5.307
E01016197,12.228
E01016198,4.757
E01016199,4.102
E01016200,4.773
E01016201,5.315
E01016202,7.203
E01016203,19.614
E01016204,14.671
E01016205,13.464
E01016206,2.024
E01016207,21.65
E01016208,5.144
E01016209,13.341
E01016210,21.481
E01016212,17.424
E01016213,11.704
E01016214,5.276
E01016215,19.856
E01016216,12.93
E01016217,13.436
E01016218,17.015
E01016219,7.069
E01016220,11.688
E01016221,10.389
E01016222,4.552
E01016223,15.784
E01016224,15.473
E01016225,11.705
E01016226,18.549
E01016227,4.414
E01016228,3.335
E01016229,3.353
E01016230,5.333
E01016231,14.819
E01016232,10.348
E01016233,20.214
E01016234,8.033
E01016235,4.314
E01016236,12.239
E01016237,5.9
E01016238,8.197
E01016239,13.245
E01016240,18.012
E01016241,19.029
E01016242,21.378
E01016243,5.33
E01016245,3.61
E01016246,2.593
E01016247,6.922
E01016248,13.409
E01016249,28.894
E01016250,11.065
E01016252,8.858
E01016253,5.443
E01016254,18.331
E01016255,10.102
E01016256,6.482
E01016257,5.747
E01016258,6.928
E01016259,4.519
E01016260,5.445
E01016261,2.884
E01016262,2.604
E01016263,6.003
E01016264,11.839
E01016265,8.772
E01016266,7.57
E01014220,59.691
E01014636,37.822
E01014221,51.463
E01014637,10.85
E01014222,63.829
E01014638,54.055
E01014223,62.832
E01015048,46.023
E01015452,5.08
E01014224,66.239
E01014225,16.63
E01014226,37.873
E01014228,15.331
E01014229,48.286
E01014230,36.366
E01014231,46.413
E01014233,18.272
E01014234,41.903
E01014235,36.758
E01014236,31.258
E01014237,53.811
E01014238,55.994
E01014239,21.369
E01014240,29.71
E01014241,38.886
E01014242,45.492
E01014243,22.153
E01014244,59.398
E01014245,26.053
E01014246,47.89
E01014247,43.079
E01014248,43.11
E01014249,58.698
E01014250,61.659
E01014251,55.878
E01014252,36.312
E01014253,21.812
E01014254,61.255
E01014255,47.399
E01014256,48.764
E01014257,30.114
E01014258,8.48
E01014259,25.02
E01014260,44.521
E01014261,58.977
E01014262,43.418
E01014263,44.126
E01014264,16.71
E01014265,7.909
E01014266,44.613
E01014267,16.976
E01014268,26.111
E01014269,54.031
E01014270,15.592
E01014271,24.619
E01014272,11.364
E01014273,59.034
E01014274,41.529
E01014275,61.245
E01014276,34.03
E01014277,26.672
E01014278,40.685
E01014279,39.795
E01014280,20.165
E01014281,37.033
E01014282,30.505
E01014283,29.416
E01014284,21.887
E01014285,30.972
E01014286,58.846
E01014287,66.196
E01014288,21.671
E01014289,13.533
E01014290,15.432
E01014291,32.614
E01014292,15.17
E01014293,37.592
E01014294,35.756
E01014295,18.659
E01014296,30.994
E01014297,15.725
E01014298,41.694
E01014299,15.992
E01014300,48.003
E01014301,13.55
E01014302,44.912
E01014303,12.736
E01014304,19.217
E01014305,48.703
E01014306,47.664
E01014307,48.721
E01014308,19.114
E01014309,40.769
E01014310,15.956
E01014311,40.751
E01014312,25.953
E01014313,46.13
E01014314,11.588
E01014315,11.438
E01014316,62.647
E01014317,59.468
E01014318,7.708
E01014319,19.569
E01014320,8.751
E01014321,26.634
E01014322,35.499
E01014323,32.861
E01014324,16.895
E01014325,7.794
E01014326,10.353
E01014327,30.973
E01014328,50.093
E01014329,34.501
E01014330,64.146
E01014331,48.391
E01014332,20.237
E01014333,16.843
E01014334,28.781
E01014335,18.051
E01014336,53.893
E01014337,41.387
E01014338,17.485
E01014339,39.88
E01014340,35.821
E01014341,29.518
E01014342,41.97
E01014343,21.555
E01014344,32.2
E01014345,42.056
E01014346,10.403
E01014347,7.367
E01014348,8.404
E01014349,7.533
E01014350,5.873
E01014351,16.716
E01014352,5.636
E01014353,24.57
E01014354,53.825
E01014355,34.489
E01014356,36.91
E01014357,34.046
E01014358,55.125
E01014359,35.019
E01014360,16.731
E01014361,53.112
E01014362,12.378
E01014363,16.339
E01014364,30.002
E01014365,20.291
E01014366,54.873
E01014367,59.506
E01014368,48.269
E01014369,21.642
E01014370,22.795
E01014371,17.783
E01014372,14.633
E01014373,10.707
E01014374,7.514
E01014375,11.475
E01014376,2.918
E01014377,4.581
E01014379,14.639
E01014380,2.084
E01014381,2.448
E01014382,7.065
E01014383,8.155
E01014384,4.583
E01014385,12.187
E01014386,9.756
E01014387,7.006
E01014388,2.483
E01014389,5.8
E01014390,41.885
E01014391,8.547
E01014392,16.18
E01014393,2.032
E01014394,11.225
E01014395,4.027
E01014396,8.515
E01014397,1.605
E01014398,9.739
E01014399,15.067
E01014400,9.504
E01014401,22.912
E01014402,15.546
E01014403,15.593
E01014404,26.914
E01014405,3.473
E01014407,26.6
E01014409,15.745
E01014410,2.455
E01014411,4.635
E01014412,3.623
E01014413,4.511
E01014414,16.148
E01014415,2.202
E01014416,7.414
E01014417,4.626
E01014418,9.222
E01014419,8.916
E01014420,11.718
E01014421,5.558
E01014422,4.35
E01014423,10.177
E01014424,4.572
E01014425,9.712
E01014426,22.996
E01014427,8.927
E01014428,4.053
E01014429,4.692
E01014430,7.281
E01014431,18.106
E01014432,14.803
E01014433,17.851
E01014434,5.31
E01014435,3.682
E01014436,6.035
E01014437,23.054
E01014438,19.541
E01014439,16.925
E01014440,6.868
E01014441,8.485
E01014442,9.735
E01014443,8.919
E01014444,9.437
E01014445,27.882
E01014446,13.809
E01014447,17.518
E01014448,26.132
E01014449,9.227
E01014450,22.535
E01014451,19.066
E01014452,9.651
E01014453,3.192
E01014454,2.348
E01014455,19.039
E01014456,9.318
E01014457,4.401
E01014458,43.885
E01014459,15.206
E01014460,3.091
E01014461,27.85
E01014462,38.991
E01014463,44.686
E01014464,41.825
E01014465,6.14
E01014466,17.67
E01014467,6.934
E01014468,5.892
E01014469,23.115
E01014470,7.712
E01014471,14.305
E01014472,11.841
E01014473,5.855
E01014474,16.099
E01014475,9.569
E01014476,4.327
E01014477,3.356
E01014478,22.641
E01014479,4.237
E01014480,14.839
E01014481,6.506
E01014482,3.966
E01014483,8.835
E01014484,8.083
E01014485,21.709
E01014486,42.579
E01014487,16.847
E01014488,23.618
E01014489,35.292
E01014491,12.701
E01014492,37.207
E01014493,34.717
E01014494,15.638
E01014495,21.876
E01014496,24.218
E01014497,41.435
E01014498,31.158
E01014499,33.73
E01014500,20.418
E01014501,32.114
E01014502,30.764
E01014504,12.625
E01014505,11.937
E01014506,10.252
E01014507,9.034
E01014508,15.31
E01014509,8.098
E01014510,8.638
E01014511,9.995
E01014512,12.199
E01014513,5.85
E01014514,10.744
E01014515,40.681
E01014516,60.304
E01014517,46.239
E01014518,19.818
E01014519,26.329
E01014520,13.98
E01014521,25.082
E01014522,40.799
E01014523,27.171
E01014524,17.745
E01014525,11.72
E01014526,38.501
E01014527,23.103
E01014528,12.846
E01014529,34.094
E01014530,17.817
E01014531,15.895
E01014532,18.595
E01014533,18.077
E01014534,19.722
E01014535,13.71
E01014536,44.441
E01014537,20.114
E01014538,11.729
E01014539,13.043
E01014540,22.838
E01014542,15.672
E01014544,6.768
E01014545,7.873
E01014546,9.485
E01014547,7.131
E01014548,18.282
E01014549,18.68
E01014550,7.48
E01014551,13.316
E01014552,7.311
E01014553,7.808
E01014554,10.289
E01014555,15.351
E01014556,7.265
E01014557,9.084
E01014558,15.566
E01014559,8.067
E01014560,9.512
E01014561,9.313
E01014562,11.967
E01014563,14.984
E01014564,27.355
E01014565,34.213
E01014566,28.705
E01014567,24.806
E01014568,39.953
E01014569,29.126
E01014570,24.343
E01014571,27.504
E01014572,29.609
E01014573,20.938
E01014574,41.991
E01014575,35.093
E01014576,22.77
E01014577,11.467
E01014578,36.224
E01014579,34.383
E01014580,67.37
E01014581,65.802
E01014582,55.31
E01014583,64.245
E01014584,47.174
E01014585,66.779
E01014586,25.826
E01014587,23.49
E01014588,29.732
E01014589,59.283
E01014590,27.576
E01014591,16.804
E01014592,23.495
E01014593,68.352
E01014594,67.738
E01014595,50.446
E01014596,55.001
E01014597,65.676
E01014598,11.688
E01014599,13.832
E01014600,30.138
E01014601,30.365
E01014602,38.754
E01014603,26.169
E01014605,53.178
E01014607,23.974
E01014608,44.703
E01014609,33.248
E01014610,43.144
E01014611,12.794
E01014612,27.832
E01014613,19.036
E01014614,17.077
E01014615,3.368
E01014616,5.753
E01014617,5.37
E01014618,3.668
E01014619,7.081
E01014620,5.106
E01014621,10.255
E01014622,25.765
E01014623,23.098
E01014624,32.256
E01014626,33.378
E01014627,21.051
E01014629,38.789
E01014630,33.99
E01014631,17.814
E01014639,55.134
E01015049,18.169
E01015453,8.866
E01015454,13.44
E01015050,23.684
E01015051,19.438
E01015455,2.721
E01015052,30.819
E01015456,20.896
E01015457,11.982
E01015458,4.532
E01014640,41.143
E01015459,3.537
E01015460,14.785
E01015461,18.966
E01015462,14.093
E01015463,6.943
E01015464,4.469
E01015465,24.856
E01015466,11.901
E01015468,15.367
E01015471,5.266
E01015472,12.054
E01015473,10.276
E01015474,13.45
E01015475,19.329
E01015476,35.043
E01015477,27.024
E01015478,15.357
E01015479,20.625
E01015480,19.21
E01015481,10.025
E01015482,9.092
E01015483,7.62
E01015484,11.169
E01015485,7.695
E01015486,12.845
E01015487,13.576
E01015488,29.742
E01015489,14.93
E01015490,13.947
E01015491,32.031
E01015492,26.149
E01015493,12.484
E01015494,21.128
E01015496,14.498
E01015497,14.129
E01015498,9.826
E01015499,5.218
E01015500,10.308
E01015501,7.6
E01015502,24.275
E01015503,30.43
E01015504,8.055
E01015505,18.364
E01015506,42.061
E01015507,61.295
E01015508,47.654
E01015509,20.476
E01015510,29.274
E01015511,24.608
E01015512,3.379
E01015513,12.792
E01015514,9.291
E01015515,4.363
E01015516,21.946
E01015517,8.958
E01015518,3.272
E01015519,18.423
E01015520,11.883
E01015521,4.434
E01015522,11.15
E01015523,7.392
E01015524,12.248
E01015525,7.042
E01015526,11.227
E01015527,28.441
E01015528,36.384
E01015529,21.274
E01015530,29.633
E01015532,18.691
E01015533,5.727
E01015534,9.856
E01015535,8.201
E01015536,7.883
E01015537,39.379
E01015538,46.474
E01015539,35.848
E01015540,42.424
E01015541,46.665
E01015542,46.335
E01015543,34.764
E01015544,55.738
E01015545,59.242
E01015546,62.506
E01015547,5.4
E01015548,8.261
E01015549,10.86
E01015550,12.046
E01015551,9.852
E01015552,13.693
E01015553,15.476
E01015554,17.827
E01015555,20.697
E01015556,10.382
E01015557,9.476
E01015558,46.382
E01015559,15.982
E01015560,12.351
E01015561,9.834
E01015562,10.688
E01015563,2.886
E01015564,5.887
E01015565,10.886
E01015566,6.395
E01015567,14.06
E01015568,15.657
E01015569,32.594
E01015570,39.444
E01015571,20.123
E01015572,45.193
E01015573,45.219
E01015574,15.918
E01015575,53.429
E01015576,13.401
E01015578,24.915
E01015579,15.557
E01015580,26.978
E01015581,12.25
E01015582,14.145
E01015583,10.626
E01015584,11.044
E01015585,13.098
E01015586,8.243
E01015587,17.755
E01015588,12.592
E01015589,10.77
E01015590,12.879
E01015591,25.208
E01015592,37.591
E01015593,53.026
E01015594,38.6
E01015595,40.854
E01015596,44.4
E01015597,45.906
E01015598,11.656
E01015599,38.373
E01015600,44.079
E01015601,40.354
E01015602,42.621
E01015603,43.884
E01015604,43.207
E01015605,35.28
E01015606,26.221
E01015607,53.457
E01015608,43.252
E01015609,56.744
E01015610,40.974
E01015611,41.695
E01015612,40.279
E01015613,25.167
E01015614,26.083
E01015615,34.768
E01015616,45.327
E01015617,18.898
E01015618,30.488
E01015619,27.658
E01015620,16.606
E01015621,24.652
E01015622,24.106
E01015623,23.091
E01015624,29.164
E01015626,10.089
E01015627,14.199
E01015628,11.964
E01015629,7.23
E01015630,26.038
E01015631,8.357
E01015632,36.789
E01015633,43.518
E01015634,37.05
E01015635,6.849
E01015636,13.647
E01015637,54.547
E01015638,27.848
E01015639,52.668
E01015640,36.312
E01015641,39.471
E01015642,48.658
E01015643,33.351
E01015644,15.775
E01015645,10.87
E01015646,9.803
E01015647,57.289
E01015648,8.153
E01015650,9.315
E01015651,17.562
E01015652,28.32
E01015653,15.344
E01015654,37.866
E01015655,20.216
E01015656,42.242
E01015657,40.379
E01015658,61.304
E01015659,14.927
E01015660,38.527
E01015661,47.974
E01015662,34.227
E01015663,52.583
E01015664,52.412
E01015665,25.35
E01015666,36.619
E01015667,27.509
E01015668,33.696
E01015669,22.666
E01015670,18.798
E01015671,15.016
E01015672,15.284
E01015673,42.346
E01015674,28.921
E01015675,19.771
E01015676,23.541
E01015677,34.089
E01015678,11.779
E01015679,15.341
E01015680,41.54
E01015681,6.687
E01015682,10.683
E01015683,11.744
E01015684,8.332
E01015685,10.64
E01015686,12.012
E01015687,10.088
E01015688,16.458
E01015689,9.448
E01015690,9.269
E01015691,15.883
E01015692,24.793
E01015693,10.292
E01015694,12.676
E01015695,11.195
E01015696,9.779
E01015697,5.942
E01015698,37.995
E01015699,41.099
E01015700,20.395
E01015701,28.653
E01015702,32.079
E01015703,36.529
E01015704,34.915
E01015705,34.769
E01015706,8.868
E01015707,9.273
E01015708,7.472
E01015709,12.078
E01015710,8.53
E01015711,23.46
E01015712,21.057
E01015713,28.353
E01015714,18.029
E01015715,30.4
E01015716,36.498
E01015717,19.615
E01015718,18.293
E01015719,14.15
E01015720,39.962
E01015721,16.996
E01015722,22.308
E01015723,19.831
E01015724,22.608
E01015725,34.592
E01015726,41.937
E01015727,34.829
E01015728,26.165
E01015729,43.128
E01015730,28.374
E01015731,26.802
E01015732,45.615
E01015733,35.146
E01015734,22.096
E01015735,37.416
E01015736,46.292
E01015737,29.173
E01015738,36.659
E01015739,17.693
E01015740,17.113
E01015741,38.008
E01015742,20.07
E01015743,39.093
E01015744,31.271
E01015745,11.797
E01015746,19.721
E01015747,9.79
E01015748,20.013
E01015749,41.637
E01015750,20.067
E01015751,25.004
E01015752,22.984
E01015753,19.131
E01015754,39.297
E01015755,22.216
E01015756,21.996
E01015757,33.032
E01015758,33.694
E01015759,37.865
E01015760,39.664
E01015761,27.713
E01015762,18.593
E01015763,19.974
E01015764,13.879
E01015765,29.384
E01015766,14.962
E01015767,18.901
E01015768,17.666
E01015769,25.197
E01015770,12.532
E01015771,56.034
E01015772,41.43
E01015773,40.575
E01015774,36.23
E01015775,17.797
E01015776,25.197
E01015777,18.117
E01015778,14.919
E01015779,38.095
E01015780,15.813
E01015781,26.978
E01015782,20.575
E01015783,29.932
E01015784,24.294
E01015785,24.946
E01015786,21.392
E01015787,34.331
E01015788,32.409
E01015789,46.017
E01015790,17.34
E01015791,35.715
E01015792,24.092
E01015793,19.522
E01015794,42.239
E01015795,32.305
E01015796,26.145
E01015797,9.27
E01015798,24.124
E01015799,10.64
E01015800,14.553
E01015801,29.202
E01015802,39.078
E01015803,12.104
E01015804,23.009
E01015805,11.031
E01015806,8.644
E01015807,31.225
E01015808,12.005
E01015809,7.977
E01015810,21.728
E01015811,6.846
E01015812,11.359
E01015813,31.69
E01015814,14.817
E01015815,6.246
E01015816,14.577
E01015817,7.856
E01015818,16.502
E01015819,23.908
E01015820,40.659
E01015821,13.655
E01015822,8.111
E01015823,9.208
E01015824,41.37
E01015825,24.792
E01015826,10.243
E01015827,12.473
E01015828,40.017
E01015829,9.649
E01015830,3.533
E01015831,20.948
E01015832,18.437
E01015833,6.995
E01015834,9.244
E01015835,20.213
E01015836,8.541
E01015837,12.836
E01015838,6.308
E01015839,28.751
E01015840,40.712
E01015841,56.344
E01015842,73.557
E01015843,26.912
E01015844,40.851
E01015845,7.126
E01015846,5.433
E01015847,10.605
E01015848,11.911
E01015849,12.635
E01015850,5.165
E01015851,34.786
E01015852,60.786
E01015853,23.501
E01015854,30.033
E01015855,34.007
E01015856,27.368
E01015857,6.228
E01015858,6.161
E01014641,17.785
E01014642,16.676
E01015053,37.292
E01014643,38.928
E01014644,27.958
E01015054,21.899
E01014645,24.525
E01014646,27.295
E01014647,48.114
E01014648,12.852
E01014649,11.892
E01014650,25.945
E01014651,11.56
E01014653,62.048
E01014654,51.939
E01014655,48.956
E01014658,53.788
E01014659,34.057
E01014660,39.247
E01014661,34.116
E01014662,22.357
E01014663,44.025
E01014664,32.264
E01014665,21.266
E01014666,5.026
E01014667,5.452
E01014668,7.39
E01014669,8.342
E01014670,12.962
E01014671,17.853
E01014672,9.931
E01014673,28.68
E01014674,28.174
E01014675,20.687
E01014676,24.217
E01014677,14.236
E01014678,20.498
E01014679,17.444
E01014680,13.976
E01014681,24.262
E01014682,30.5
E01014683,34.059
E01014684,30.435
E01014685,39.046
E01014686,25.11
E01014687,29.223
E01014688,48.044
E01014689,63.739
E01014690,31.256
E01014691,36.529
E01014692,38.662
E01014693,11.025
E01014694,37.63
E01014695,28.371
E01014696,8.214
E01014698,11.478
E01014699,24.969
E01014700,9.435
E01014701,14.494
E01014702,13.294
E01014703,49.595
E01014704,23.424
E01014705,10.467
E01014706,46.887
E01014707,19.405
E01014708,18.909
E01014709,11.405
E01014710,5.655
E01014711,4.699
E01014712,11.751
E01014713,4.734
E01014714,4.901
E01014715,3.495
E01014716,3.989
E01014717,3.764
E01014718,4.712
E01014719,8.452
E01014720,20.409
E01014721,10.369
E01014722,11.863
E01014723,11.143
E01014725,7.789
E01014726,75.488
E01014727,71.15
E01014729,45.773
E01014730,28.359
E01014731,23.904
E01014732,17.875
E01014733,15.063
E01014734,13.868
E01014735,13.7
E01014736,26.6
E01014737,1.585
E01014738,8.022
E01014739,9.205
E01014740,11.249
E01014741,7.936
E01014742,1.993
E01014744,13.906
E01014745,9.993
E01014746,21.733
E01014747,10.176
E01014748,6.863
E01014749,3.784
E01014750,14.853
E01014751,18.771
E01014752,6.487
E01014753,20.065
E01014754,8.695
E01014755,7.889
E01014756,13.491
E01014757,7.362
E01014758,8.834
E01014759,2.466
E01014760,11.447
E01014761,5.626
E01014762,6.282
E01014763,11.772
E01014764,14.309
E01014765,8.569
E01014766,9.722
E01014767,2.862
E01014769,14.873
E01014770,12.257
E01014771,9.355
E01014772,15.063
E01014773,10.93
E01014774,24.92
E01014775,4.09
E01014776,3.239
E01014777,5.724
E01014778,2.413
E01014779,7.967
E01014780,15.083
E01014781,17.538
E01014782,4.994
E01014783,13.62
E01014784,7.515
E01014785,6.359
E01014786,22.526
E01014787,7.712
E01014789,6.087
E01014790,5.78
E01014792,6.067
E01014793,4.98
E01014794,7.654
E01014795,19.637
E01014796,7.66
E01014797,9.043
E01014798,2.794
E01014799,42.938
E01014800,64.685
E01014801,58.442
E01014802,38.715
E01014803,11.728
E01014804,18.541
E01014805,11.847
E01014806,39.805
E01014807,31.839
E01014808,11.463
E01014809,31.097
E01014810,34.626
E01014811,28.902
E01014812,15.939
E01014813,16.053
E01014815,27.21
E01014816,8.428
E01014817,11.483
E01014818,4.514
E01014819,9.134
E01014820,23.232
E01014821,9.476
E01014822,3.486
E01014823,5.515
E01014824,10.282
E01014825,8.563
E01014826,10.326
E01014827,28.414
E01014828,43.738
E01014829,52.821
E01014830,29.871
E01014831,72.904
E01014832,67.78
E01014833,58.848
E01014834,47.625
E01014835,32.695
E01014836,21.149
E01014838,12.656
E01014839,14.145
E01014840,21.893
E01014841,31.827
E01014842,41.189
E01014843,20.747
E01014844,52.425
E01014845,12.381
E01014846,15.341
E01014847,11.1
E01014848,14.711
E01014849,5.829
E01014850,5.613
E01014851,7.584
E01014852,9.887
E01014853,4.393
E01014854,9.998
E01014855,4.324
E01014856,12.435
E01014857,9.657
E01014858,12.735
E01014859,6.193
E01014860,14.055
E01014861,20.053
E01014862,8.492
E01014863,9.23
E01014864,12.285
E01014865,14.371
E01014866,4.907
E01014867,9.954
E01014868,13.122
E01014869,2.442
E01014870,16.31
E01014871,8.279
E01014872,7.954
E01014873,2.816
E01014874,4.737
E01014875,4.852
E01014876,5.159
E01014877,2.46
E01014878,1.867
E01014879,2.667
E01014880,3.728
E01014881,4.042
E01014882,13.741
E01014883,3.842
E01014884,14.453
E01014885,3.196
E01014886,17.842
E01014887,4.057
E01014888,5.502
E01014889,6.244
E01014890,11.873
E01014891,22.105
E01014892,20.856
E01014893,13.079
E01014894,10.611
E01014895,10.514
E01014896,9.31
E01014897,3.138
E01014898,8.211
E01014899,7.681
E01014900,13.749
E01014901,3.658
E01014902,2.634
E01014903,5.692
E01014904,22.211
E01014905,7.725
E01014906,22.651
E01014907,11.68
E01014908,7.457
E01014909,13.019
E01014910,12.067
E01014911,4.259
E01014912,2.333
E01014913,3.224
E01014914,15.129
E01014915,18.613
E01014916,13.451
E01014917,14.119
E01014918,8.665
E01014919,5.602
E01014920,7.267
E01014921,12.208
E01014922,11.685
E01014923,19.819
E01014924,22.559
E01014925,21.059
E01014926,33.77
E01014927,19.627
E01014928,22.654
E01014929,14.876
E01014930,4.603
E01014931,8.29
E01014932,5.349
E01014933,6.391
E01014934,2.361
E01014935,5.591
E01014936,12.718
E01014937,4.717
E01014938,8.698
E01014939,14.882
E01014940,5.306
E01014941,29.976
E01014942,26.727
E01014943,7.589
E01014944,3.495
E01014945,14.216
E01014946,22.103
E01014947,13.317
E01014948,28.722
E01014949,19.185
E01014950,14.018
E01014951,28.698
E01014952,18.305
E01014953,10.182
E01014954,11.043
E01014955,8.116
E01014956,10.241
E01014957,9.909
E01014958,23.801
E01014959,12.303
E01014960,16.754
E01014961,22.73
E01014962,13.252
E01014963,5.69
E01014964,4.427
E01014965,5.228
E01014966,3.843
E01014967,3.381
E01014968,24.827
E01014969,3.351
E01014972,10.375
E01014973,20.669
E01014974,10.971
E01014975,13.291
E01014976,28.696
E01014977,38.039
E01014978,6.828
E01014979,3.047
E01014980,3.223
E01014981,8.628
E01014982,10.616
E01014983,22.651
E01014984,14.856
E01014985,3.956
E01014986,15.764
E01014987,3.269
E01014988,2.639
E01014989,16.673
E01014990,2.575
E01014991,23.487
E01014992,4.578
E01014993,8.203
E01014994,18.292
E01014995,4.069
E01014996,10.111
E01014998,7.539
E01014999,4.678
E01015000,21.037
E01015001,4.108
E01015002,14.455
E01015003,10.309
E01015004,16.248
E01015005,16.871
E01015006,18.259
E01015007,24.305
E01015008,14.978
E01015009,13.996
E01015010,12.064
E01015011,22.746
E01015012,12.223
E01015013,12.422
E01015014,5.289
E01015015,8.171
E01015016,4.895
E01015017,12.996
E01015018,8.356
E01015019,16.96
E01015020,22.598
E01015021,3.614
E01015022,11.473
E01015023,45.177
E01015024,22.191
E01015025,7.017
E01015026,44.967
E01015027,15.484
E01015028,50.765
E01015029,21.426
E01015030,49.94
E01015031,23.073
E01015032,31.42
E01015033,7.789
E01015034,9.568
E01015035,11.718
E01015036,9.189
E01015037,22.5
E01015038,10.022
E01015039,18.321
E01015040,50.249
E01015041,32.39
E01015042,24.854
E01015043,57.22
E01015044,44.256
E01015045,47.006
E01015046,66.194
E01015055,42.295
E01015056,27.564
E01015057,47.991
E01015058,44.549
E01015059,25.298
E01015060,32.474
E01015061,30.353
E01015062,23.211
E01015063,31.567
E01015064,8.844
E01015065,16.501
E01015066,14.529
E01015067,10.409
E01015068,12.059
E01015069,27.467
E01015070,20.222
E01015071,23.306
E01015072,40.722
E01015073,36.652
E01015074,40.354
E01015075,40.034
E01015076,20.63
E01015077,22.278
E01015078,58.44
E01015079,18.469
E01015080,54.04
E01015081,36.377
E01015082,40
E01015083,50.701
E01015084,28.535
E01015085,30.317
E01015086,46.711
E01015087,47.016
E01015088,51.479
E01015089,27.579
E01015090,10.386
E01015091,17.738
E01015092,21.071
E01015093,28.634
E01015094,28.708
E01015095,27.153
E01015096,31.522
E01015097,10.664
E01015098,10.189
E01015099,15.492
E01015100,14.059
E01015101,6.807
E01015102,14.893
E01015103,14.215
E01015104,10.046
E01015105,8.198
E01015106,14.678
E01015107,14.103
E01015108,7.932
E01015109,12.455
E01015110,7.272
E01015111,10.344
E01015112,12.758
E01015113,8.384
E01015114,9.503
E01015115,31.222
E01015116,11.338
E01015117,13.02
E01015118,9.284
E01015119,9.224
E01015120,10.516
E01015121,7.157
E01015122,10.757
E01015123,16.602
E01015124,8.765
E01015125,10.985
E01015126,6.836
E01015127,16.02
E01015128,10.744
E01015129,21.67
E01015130,6.183
E01015131,4.32
E01015132,16.9
E01015133,7.317
E01015134,9.993
E01015135,23.725
E01015136,11.897
E01015137,11.388
E01015138,14.21
E01015139,17.635
E01015140,8.473
E01015141,9.125
E01015142,26.196
E01015143,30.232
E01015144,45.576
E01015145,58.694
E01015146,44.291
E01015147,23.112
E01015148,27.479
E01015149,55.768
E01015150,29.491
E01015151,55.732
E01015152,56.949
E01015153,68.64
E01015155,72.714
E01015156,36.862
E01015157,34.088
E01015158,36.664
E01015159,30.402
E01015160,5.052
E01015161,30.081
