lsoa_code,IMDScore
E01004446,23.406
E01004447,16.828
E01004448,26.678
E01004449,46.275
E01004450,15.897
E01004451,16.07
E01004452,24.84
E01004453,25.765
E01004454,24.382
E01004455,29.351
E01004456,42.734
E01004457,20.481
E01004458,26.207
E01004459,43.377
E01004460,29.841
E01004461,15.24
E01004462,23.842
E01004463,14.978
E01004464,37.506
E01004465,18.111
E01004466,14.801
E01004467,29.626
E01004468,17.863
E01004469,39.486
E01004470,34.263
E01004471,32.772
E01004472,9.879
E01004473,11.875
E01004474,17.524
E01004475,15.977
E01004476,13.593
E01004477,5.093
E01004478,4.363
E01004479,10.238
E01004480,7.239
E01004481,15.155
E01004482,15.123
E01004483,14.025
E01004484,18.333
E01004485,16.136
E01004486,17.646
E01004487,21.375
E01004488,14.58
E01004489,26.942
E01004490,7.244
E01004491,14.207
E01004492,15.53
E01004493,13.604
E01004494,19.102
E01004495,23.496
E01004496,11.991
E01004497,16.446
E01004498,8.707
E01004499,13.847
E01004500,10.92
E01004501,17.726
E01004502,9.379
E01004503,18.546
E01004504,9.832
E01004505,7.752
E01004506,9.478
E01004507,8.65
E01004508,10.753
E01004509,15.768
E01004510,8.768
E01005766,50.643
E01005347,21.506
E01004520,16.54
E01005767,11.459
E01004521,16.432
E01005348,50.909
E01004522,18.304
E01005768,10.562
E01004523,19.06
E01005349,46.541
E01004524,35.049
E01004525,21.561
E01005769,12.728
E01005350,75.624
E01004526,22.8
E01004527,15.258
E01005770,10.339
E01004528,28.667
E01004529,13.45
E01005351,41.961
E01004530,15.181
E01004531,25.305
E01004532,16.141
E01004533,27.038
E01005771,12.816
E01004534,13.523
E01005352,54.646
E01004535,37.698
E01004536,23.52
E01004537,33.441
E01004538,25.102
E01004539,34.145
E01004540,26.388
E01004541,38.578
E01004542,6.98
E01004543,7.903
E01004544,12.086
E01004545,10.551
E01004546,6.62
E01004547,20.336
E01004548,17.492
E01004549,19.334
E01004550,13.202
E01004551,17.486
E01004552,10.655
E01004553,11.274
E01004554,6.516
E01004555,4.844
E01004556,4.709
E01004557,8.329
E01004558,5.821
E01004559,7.589
E01004560,17.433
E01004562,29.861
E01004563,30.537
E01004564,18.491
E01004565,19.254
E01004566,11.738
E01004567,31.614
E01004568,23.695
E01004569,24.659
E01004570,33.572
E01004571,24.607
E01004572,22.976
E01004573,27.314
E01004574,34.899
E01004575,29.395
E01004576,26.61
E01004577,14.287
E01004579,18.872
E01004580,18.717
E01004581,15.428
E01004582,9.047
E01004583,12.262
E01004584,32.114
E01004585,10.139
E01004586,10.15
E01004587,8.468
E01004588,12.896
E01004589,7.633
E01004590,25.382
E01004591,18.629
E01004592,25.647
E01004593,8.54
E01004594,5.248
E01004595,8.241
E01004596,6.139
E01004597,11.97
E01004598,8.252
E01004599,3.568
E01004600,27.898
E01004601,19.4
E01004602,9.577
E01004604,7.81
E01004605,12.649
E01004606,6.039
E01004607,6.918
E01004608,15.701
E01004609,11.246
E01004610,19.919
E01004611,15.858
E01004612,21.038
E01004613,32.542
E01004614,17.52
E01004615,37.117
E01004616,16.16
E01004617,22.718
E01004618,13.315
E01004619,13.597
E01004620,13.595
E01004621,16.179
E01004622,21.096
E01004623,8.842
E01004624,19.498
E01004625,7.552
E01004626,14.008
E01004627,10.143
E01004628,23.386
E01004629,8.717
E01004630,29.906
E01004631,20.805
E01004632,8.395
E01004633,26.263
E01004634,12.856
E01004635,13.215
E01004636,15.699
E01004637,14.919
E01004638,6.727
E01004639,10.4
E01004640,5.165
E01004641,19.668
E01004642,22.167
E01004643,21.764
E01004644,18.179
E01004645,28.701
E01004646,14.374
E01004647,16.324
E01004648,10.456
E01004649,6.385
E01004650,5.964
E01004651,9.221
E01004652,15.871
E01004653,10.84
E01004654,12.798
E01004656,23.605
E01004657,11.499
E01004658,15.648
E01004659,7.589
E01004660,8.583
E01004661,20.233
E01004662,12.001
E01004663,17.986
E01004665,36.498
E01004666,26.096
E01004667,30.083
E01004668,18.423
E01004669,30.923
E01004670,48.003
E01004674,34.303
E01004675,33.045
E01004676,21.229
E01004677,22.942
E01004678,24.677
E01004679,32.133
E01004680,11.027
E01004681,12.054
E01004682,14.246
E01004683,8.566
E01004684,21.313
E01004686,23.844
E01004687,6.967
E01004688,5.319
E01004689,15.963
E01004690,5.445
E01004691,10.967
E01004692,6.602
E01004693,12.614
E01004694,8.45
E01004695,12.739
E01004696,32.394
E01004697,16.233
E01004698,19.958
E01004699,14.726
E01004700,11.301
E01004701,9.41
E01004702,42.113
E01004703,10.512
E01004705,5.344
E01004706,7.391
E01004707,3.915
E01004708,22.865
E01004709,20.127
E01004710,31.131
E01004711,24.274
E01004712,11.061
E01004713,7.513
E01004714,10.268
E01004715,15.84
E01004716,7.362
E01004717,12.041
E01004718,29.795
E01004719,28.56
E01004720,32.043
E01004721,38.504
E01004722,35.96
E01004723,29.307
E01004724,10.86
E01004725,27.158
E01004726,9.4
E01004727,10.116
E01004728,14.858
E01004729,25.605
E01004730,6.582
E01004731,10.008
E01004732,43.66
E01004733,18.171
E01004734,30.2
E01004735,35.28
E01004736,9.719
E01004737,20.233
E01004738,9.473
E01004739,9.446
E01004740,33.582
E01004741,20.616
E01004742,11.205
E01004743,20.842
E01004744,25.478
E01004745,16.175
E01004746,27.661
E01004747,22.157
E01004748,8.835
E01004749,13.225
E01004750,18.907
E01004751,10.367
E01004752,22.513
E01004753,16.395
E01004754,45.911
E01004755,28.633
E01004756,22.8
E01004757,40.501
E01004760,24.998
E01004761,8.467
E01004762,10.467
E01004763,23.381
E01004765,18.728
E01004766,30.687
E01004767,24.997
E01004768,7.028
E01004769,10.019
E01004770,11.437
E01004771,5.833
E01004772,34.074
E01004773,13.745
E01004774,31.354
E01004775,12.812
E01004776,22.479
E01004777,31.728
E01004778,8.945
E01004779,19.636
E01004780,9.426
E01004781,12.787
E01004782,24.964
E01004783,14.407
E01004784,8.416
E01004785,25.123
E01004786,13.546
E01004787,67.018
E01004788,6.331
E01004789,8.413
E01004790,15.653
E01004791,9.547
E01004792,5.601
E01004793,50.299
E01004794,63.88
E01004795,45.227
E01004796,29.999
E01004797,53.253
E01004798,38.934
E01004799,12.804
E01004800,14.858
E01004801,61.511
E01004802,59.1
E01004803,6.094
E01004804,4.181
E01004805,5.801
E01004806,7.755
E01004807,6.603
E01004808,4.565
E01004809,20.899
E01004810,7.551
E01004811,55.169
E01004812,44.707
E01004813,40.255
E01004814,43.679
E01004815,35.416
E01004816,30.94
E01004817,37.614
E01004818,53.115
E01004819,31.871
E01004820,63.537
E01004822,62.134
E01004823,76.792
E01004824,42.687
E01004825,57.576
E01004826,53.87
E01004827,47.136
E01004828,45.163
E01004829,46.595
E01004830,47.672
E01004831,23.278
E01004832,27.567
E01004833,20.739
E01004834,30.676
E01004835,10.159
E01004836,13.804
E01004837,7.487
E01004838,40.755
E01004839,56.04
E01004840,21.516
E01004841,66.979
E01004842,6.123
E01004843,7.239
E01004844,5.505
E01004845,11.855
E01004846,42.525
E01004847,42.042
E01004848,59.211
E01004849,42.457
E01004850,57.855
E01004851,51.383
E01004852,43.13
E01004853,45.554
E01004854,32.073
E01004855,43.537
E01004856,54.775
E01004857,49.611
E01004858,43.23
E01004859,60.687
E01004860,35.787
E01004861,57.311
E01004862,57.959
E01004863,60.821
E01004864,21.299
E01004865,41.613
E01004866,62.337
E01004867,39.655
E01004868,43.185
E01004869,60.628
E01004870,51.523
E01004871,42.158
E01004872,35.848
E01004873,42.562
E01004874,30.384
E01004875,28.832
E01004876,46.229
E01004877,59.061
E01004878,29.933
E01004879,47.196
E01004880,15.865
E01004881,42.253
E01004882,19.433
E01004883,19.871
E01004884,7.196
E01004885,4.689
E01004886,37.946
E01004887,34.864
E01004888,19.665
E01004889,30.292
E01004890,22.643
E01004891,11.798
E01004892,12.298
E01004893,6.014
E01004894,18.327
E01004895,34.501
E01004896,12.047
E01004897,10.536
E01004899,20.617
E01004900,14.85
E01004901,4.315
E01004902,35.797
E01004903,9.335
E01004904,14.081
E01004905,29.39
E01004906,39.929
E01004907,37.698
E01004908,19.758
E01004909,32.109
E01004910,15.226
E01004911,39.261
E01004912,16.1
E01004913,22.316
E01004914,13.381
E01004915,12.187
E01004916,29.677
E01004917,27.178
E01004918,9.518
E01004919,14.269
E01004920,25.922
E01004921,27.321
E01004922,37.134
E01004923,25.352
E01004924,6.558
E01004925,16.821
E01005353,64.361
E01005772,13.571
E01005354,35.423
E01005773,18.046
E01005355,26.78
E01005774,43.56
E01005775,8.954
E01005776,10.237
E01005777,20.219
E01005778,13.576
E01005779,19.485
E01005780,15.89
E01005781,47.243
E01005782,11.228
E01005783,14.17
E01005784,8.811
E01005785,9.224
E01005786,6.881
E01005787,4.082
E01005788,6.592
E01005789,5.095
E01005790,20.574
E01005791,12.519
E01005792,2.451
E01005793,9.243
E01005794,2.841
E01005795,5.077
E01005796,4.107
E01005797,29.538
E01005798,26.854
E01005799,50.84
E01005800,11.999
E01005801,16.294
E01005802,7.432
E01005803,6.016
E01005804,24.288
E01005805,4.945
E01005806,5.995
E01005807,3.933
E01005808,4.598
E01005809,6.627
E01005810,8.368
E01005811,5.732
E01005812,2.84
E01005813,7.209
E01005814,5.801
E01005815,4.624
E01005816,25.305
E01005817,37.639
E01005818,34.379
E01005819,13.871
E01005820,23.275
E01005821,22.073
E01005822,58.716
E01005823,27.966
E01005824,18.766
E01005825,17.944
E01005826,48.36
E01005827,13.548
E01005828,66.625
E01005829,40.21
E01005830,14.696
E01005831,19.321
E01005832,18.409
E01005833,27.443
E01005834,25.998
E01005835,8.143
E01005836,14.858
E01005837,10.72
E01005838,22.954
E01005839,4.77
E01005840,24.554
E01005841,12.229
E01005842,8.429
E01005843,8.363
E01005844,13.785
E01005845,15.616
E01005846,14.117
E01005847,12.327
E01005848,8.433
E01005849,7.848
E01005850,23.356
E01005851,12.3
E01005852,9.724
E01005853,26.765
E01005854,7.607
E01005855,8.615
E01005856,13.231
E01005857,16.471
E01005858,12.302
E01005859,19.573
E01005860,6.808
E01005861,16.087
E01005862,9.041
E01005863,15.497
E01005864,7.341
E01005865,8.964
E01005866,22.044
E01005867,9.219
E01005868,11.697
E01005869,14.037
E01005870,27.489
E01005871,24.436
E01005872,31.925
E01005873,18.581
E01005874,51.441
E01005875,15.17
E01005876,21.249
E01005877,25.84
E01005878,30.736
E01005879,20.82
E01005880,10.1
E01005881,2.817
E01005882,7.507
E01005883,4.876
E01005884,5.387
E01005885,17.269
E01005886,37.422
E01005887,41.657
E01005888,24.385
E01005889,33.386
E01005890,36.662
E01005891,12.361
E01005892,26.09
E01005893,29.143
E01005894,22.372
E01005895,24.264
E01005896,25.194
E01005897,26.67
E01005898,19.537
E01005899,18.461
E01005900,23.883
E01005901,14.919
E01005902,41.501
E01005903,5.426
E01005904,7.275
E01005905,48.658
E01005906,7.773
E01005907,6.672
E01005908,6.415
E01005909,7.147
E01005910,24.508
E01005911,11.595
E01005912,12.066
E01005913,10.235
E01005914,25.868
E01005915,38.625
E01005916,27.81
E01005917,39.18
E01005918,77.101
E01005919,48.335
E01005920,13.808
E01005921,33.079
E01005922,19.696
E01005923,2.461
E01005924,2.921
E01005925,5.652
E01005926,6.39
E01005927,4.459
E01005928,25.979
E01005929,3.411
E01005930,2.934
E01005931,4.747
E01005932,3.269
E01005933,52.714
E01005934,28.458
E01005935,64.786
E01005936,16.732
E01005937,35.834
E01005938,33.916
E01005939,14.316
E01005940,20.41
E01005941,52.035
E01005942,20.489
E01005943,25.328
E01005944,22.22
E01005945,51.726
E01005946,38.583
E01005947,60.107
E01005948,64.673
E01005949,38.842
E01005950,40.903
E01005951,38.411
E01005952,71.016
E01005953,47.819
E01005954,34.855
E01005955,9.111
E01005956,20.979
E01005957,26
E01005958,39.313
E01005959,45.22
E01005960,43.709
E01005961,16.794
E01005962,19.511
E01005963,18.591
E01005964,20.305
E01005965,40.328
E01005966,33.606
E01005967,45.064
E01005968,18.52
E01005969,17.453
E01005970,15.903
E01005971,24.892
E01005972,35.643
E01005973,17.552
E01005974,40.522
E01005975,31.899
E01005976,39.684
E01005977,20.281
E01005978,37.776
E01005979,26.642
E01005980,36.29
E01005981,44.791
E01005982,36.665
E01005983,12.079
E01005984,46.615
E01005985,14.521
E01005986,27.119
E01005987,14.739
E01005988,10.124
E01005989,13.149
E01005990,15.964
E01005991,22.014
E01005992,32.719
E01005993,19.542
E01005994,26.54
E01005995,11.996
E01005996,24.753
E01005997,28.104
E01005998,32.166
E01005999,41.844
E01006000,47.773
E01006001,24.727
E01006002,27.275
E01006003,28.308
E01006004,20.281
E01006005,49.072
E01006006,20.176
E01006007,31.352
E01006008,20.087
E01006009,27.744
E01006010,41.338
E01006011,47.053
E01006012,26.24
E01006013,21.705
E01006014,31.995
E01006015,11.443
E01006016,61.615
E01006017,7.578
E01006018,10.478
E01006019,56.235
E01006020,31.535
E01006021,20.04
E01006022,21.544
E01006023,46.047
E01006024,9.085
E01006025,63.927
E01006026,25.717
E01006027,61.871
E01006028,53.791
E01006029,37.463
E01006030,39.511
E01006031,48.451
E01006032,41.88
E01006033,39.947
E01006034,34.519
E01006035,31.446
E01006036,38.325
E01006037,10.033
E01006038,17.435
E01006039,35.993
E01006040,47.581
E01006041,30.025
E01006042,15.757
E01006043,27.245
E01006044,24.048
E01006045,11.315
E01006046,12.555
E01006047,25.218
E01006048,16
E01006049,26.134
E01006050,61.926
E01006051,18.484
E01006052,53.158
E01006053,12.551
E01006054,38.997
E01006055,17.973
E01006056,50.209
E01006057,13.863
E01006058,21.746
E01006059,13.42
E01006060,52.23
E01006061,30.032
E01006062,5.999
E01006063,14.081
E01006064,53.936
E01006065,44.778
E01006066,38.397
E01006067,10.531
E01006068,34.345
E01006069,42.044
E01006070,19.618
E01006071,9.275
E01006072,3.813
E01006073,35.658
E01006074,19.534
E01006075,6.405
E01006076,7.398
E01006077,11.808
E01006078,10.417
E01006079,4.122
E01006080,7.715
E01006081,3.265
E01006082,2.88
E01006083,3.857
E01006084,4.041
E01006085,2.403
E01006086,8.247
E01006087,11.456
E01006088,8.057
E01006089,11.737
E01006090,9.197
E01006091,7.59
E01006092,31.961
E01006093,4.508
E01006094,6.038
E01006095,8.088
E01006096,3.798
E01006097,5.395
E01006098,3.927
E01006099,11.543
E01006100,9.449
E01006101,4.187
E01006102,10.405
E01006103,3.257
E01006104,31.974
E01006105,50.577
E01006106,31.714
E01006107,40.802
E01006108,65.582
E01006109,52.996
E01006110,25.375
E01006111,37.381
E01006112,43.158
E01006113,22.193
E01006114,29.485
E01006115,30.972
E01006116,10.886
E01006117,6.201
E01006118,20.559
E01006119,8.195
E01006120,7.458
E01006121,18.313
E01006122,9.198
E01006123,9.183
E01006124,5.49
E01006125,14.127
E01006126,31.56
E01006127,13.814
E01006128,10.094
E01006129,20.165
E01006130,9.528
E01006131,9.034
E01006132,14.442
E01006133,10.013
E01006134,3.224
E01006135,4.29
E01006136,3.701
E01006137,3.426
E01006138,12.358
E01006139,3.208
E01006140,7.37
E01006141,23.82
E01006142,20.107
E01006143,14.877
E01006144,49.871
E01006145,31.414
E01006146,15.442
E01006147,5.298
E01006148,8.67
E01006149,11.492
E01006150,9.243
E01006151,4.508
E01006152,3.317
E01006153,5.685
E01006154,7.617
E01006155,13.218
E01006156,19.732
E01006157,15.873
E01006158,28.937
E01006159,30.113
E01006160,21.185
E01005356,15.542
E01005357,10.399
E01005358,31.456
E01005359,12.152
E01005360,28.832
E01005361,13.087
E01005362,23.029
E01005363,32.313
E01005364,16.61
E01005365,15.619
E01005366,37.135
E01005367,11.592
E01005368,40.158
E01005369,41.604
E01005370,50.672
E01005371,43.104
E01005372,32.309
E01005373,12.532
E01005374,28.457
E01005375,12.845
E01005376,47.175
E01005377,64.915
E01005378,35.716
E01005379,56.362
E01005380,50.895
E01005381,53.441
E01005382,56.193
E01005383,45.393
E01005386,64.436
E01005387,16.821
E01005388,20.356
E01005389,47.37
E01005390,15.46
E01005391,22.597
E01005392,41.804
E01005393,13.302
E01005394,15.163
E01005395,15.778
E01005396,21.19
E01005397,21.883
E01005398,21.362
E01005399,15.819
E01005400,42.253
E01005401,11.674
E01005402,21.33
E01005403,15.561
E01005406,7.963
E01005407,8.095
E01005408,7.449
E01005409,9.539
E01005410,8.053
E01005411,10.166
E01005412,6.963
E01005413,6.069
E01005414,12.962
E01005415,13.78
E01005416,9.101
E01005417,9.851
E01005418,8.544
E01005419,10.015
E01005420,18.46
E01005421,35.984
E01005422,56.69
E01005427,56.077
E01005428,53.274
E01005429,54.185
E01005430,44.553
E01005431,36.314
E01005432,72.323
E01005433,73.896
E01005434,64.512
E01005435,38.722
E01005436,21.628
E01005437,33.054
E01005438,39.06
E01005439,24.217
E01005440,28.761
E01005441,40
E01005442,9.148
E01005443,9.713
E01005444,24.506
E01005445,32.779
E01005446,23.857
E01005447,48.091
E01005448,69.837
E01005449,42.107
E01005450,41.528
E01005451,24.079
E01005452,12.39
E01005453,9.82
E01005454,18.374
E01005455,19.947
E01005456,62.369
E01005459,58.548
E01005460,39.939
E01005461,46.269
E01005462,35.44
E01005463,50.26
E01005464,52.046
E01005465,29.03
E01005466,66.643
E01005467,57.277
E01005468,12.556
E01005469,27.713
E01005470,42.015
E01005471,37.456
E01005472,46.725
E01005473,42.769
E01005474,28.267
E01005475,47.04
E01005476,27.659
E01005477,45.618
E01005478,27.566
E01005479,31.972
E01005480,32.566
E01005481,28.092
E01005482,79.3
E01005483,71.698
E01005484,66.441
E01005485,59.359
E01005486,53.609
E01005487,45.052
E01005488,9.84
E01005489,19.846
E01005490,44.671
E01005491,24.198
E01005492,13.849
E01005493,11.247
E01005494,21.634
E01005495,27.475
E01005496,53.997
E01005497,57.393
E01005498,32.664
E01005499,23.725
E01005500,26.142
E01005501,56.677
E01005502,43.898
E01005503,11.105
E01005504,37.221
E01005505,32.858
E01005506,30.094
E01005507,19.825
E01005508,9.186
E01005509,63.824
E01005510,11.978
E01005511,24.401
E01005512,33.731
E01005513,59.204
E01005514,33.895
E01005515,51.606
E01005516,13.154
E01005517,10.714
E01005518,30.91
E01005519,14.693
E01005520,19.667
E01005521,20.734
E01005522,32.253
E01005523,16.35
E01005524,28.585
E01005525,52.222
E01005526,34.432
E01005527,59.044
E01005528,35.236
E01005529,50.579
E01005530,11.466
E01005531,26.668
E01005532,52.653
E01005533,25.951
E01005534,25.313
E01005535,30.391
E01005536,32.041
E01005537,14.621
E01005538,36.431
E01005539,40.234
E01005540,25.902
E01005541,28.261
E01005542,39.609
E01005543,19.025
E01005544,8.098
E01005545,8.466
E01005546,31.937
E01005547,28.905
E01005548,38.55
E01005549,8.589
E01005550,14.98
E01005551,56.481
E01005552,61.492
E01005553,39.847
E01005554,29.889
E01005555,12.091
E01005556,17.968
E01005557,10.279
E01005558,23.491
E01005559,46.658
E01005560,17.626
E01005561,21.486
E01005562,25.697
E01005563,45.86
E01005564,56.696
E01005565,41.701
E01005566,35.913
E01005567,30.478
E01005568,72.778
E01005569,45.049
E01005570,10.532
E01005571,10.029
E01005572,7.711
E01005573,7.61
E01005574,9.801
E01005575,10.764
E01005576,7.596
E01005577,8.689
E01005578,59.085
E01005579,55.538
E01005580,40.413
E01005581,60.77
E01005583,58.337
E01005585,46.864
E01005586,65.87
E01005587,11.562
E01005588,35.244
E01005589,28.877
E01005590,38.469
E01005591,19.601
E01005592,50.9
E01005593,35.443
E01005594,25.818
E01005595,60.718
E01005596,17.795
E01005597,14.105
E01005598,9.335
E01005599,48.373
E01005600,38.148
E01005601,54.564
E01005602,51.4
E01005603,33.928
E01005604,29.956
E01005605,33.408
E01005609,44.558
E01005610,71.406
E01005611,57.209
E01005612,64.488
E01005613,61.899
E01005614,33.601
E01005615,49.298
E01005616,39.635
E01005617,19.737
E01005618,28.032
E01005619,36.649
E01005620,14.326
E01005621,30.54
E01005622,23.914
E01005623,16.202
E01005624,47.48
E01005625,16.353
E01005626,16.465
E01005627,15.105
E01005628,28.435
E01005629,23.151
E01005630,21.999
E01005631,62.347
E01005632,23.667
E01005633,38.554
E01005634,8.446
E01005635,20.948
E01005636,18.358
E01005637,26.209
E01005638,51.585
E01005639,59.403
E01005640,39.781
E01005641,30.689
E01005642,10.728
E01005643,15.826
E01005644,13.972
E01005645,8.451
E01005646,20.348
E01005647,17.838
E01005648,20.416
E01005649,16.729
E01005650,40.22
E01005651,34.575
E01005652,41.792
E01005653,64.724
E01005654,39.559
E01005655,54.767
E01005656,47.185
E01005657,54.839
E01005658,72.41
E01005659,42.865
E01005660,63.084
E01005661,40.817
E01005662,59.907
E01005663,43.368
E01005664,63.346
E01005665,71.863
E01005667,58.277
E01005670,41.686
E01005671,38.798
E01005672,25.904
E01005673,25.007
E01005674,33.414
E01005675,28.056
E01005676,11.769
E01005677,21.787
E01005678,42.849
E01005679,54.387
E01005680,69.961
E01005681,52.008
E01005682,75.302
E01005683,72.47
E01005686,31.62
E01005687,24.442
E01005688,20.726
E01005689,51.746
E01005690,25.637
E01005691,13.413
E01005692,51.757
E01005693,16.19
E01005694,15.63
E01005695,8.458
E01005696,22.34
E01005697,10.99
E01005698,55.083
E01005699,14.676
E01005700,26.374
E01005701,11.742
E01005702,33.859
E01005703,61.202
E01005704,36.323
E01005705,25.573
E01005706,52.943
E01005707,50.403
E01005708,43.591
E01005709,59.089
E01005710,28.833
E01005711,20.016
E01005712,30.773
E01005713,9.017
E01005714,41.286
E01005715,13.382
E01005716,5.422
E01005717,5.099
E01005718,28.212
E01005719,31.39
E01005720,36.542
E01005721,44.252
E01005722,51.116
E01005723,50.409
E01005724,24.197
E01005725,54.381
E01005726,30.592
E01005727,27.106
E01005728,21.701
E01005729,71.481
E01005730,23.521
E01005731,44.22
E01005732,43.363
E01005733,52.334
E01005734,18.793
E01005735,9.389
E01005736,8.517
E01005737,9.448
E01005738,9.589
E01005739,4.71
E01005740,6.02
E01005741,5.569
E01005742,8.575
E01005743,19.603
E01005744,37.537
E01005745,20.805
E01005746,56.994
E01005747,10.006
E01005748,6.044
E01005749,13.933
E01005750,21.043
E01005751,26.188
E01005752,30.491
E01005753,61.549
E01005754,76.234
E01005755,61.599
E01005756,75.498
E01005757,32.534
E01005758,72.065
E01005759,22.088
E01005760,32.97
E01007393,24.538
E01007394,39.054
E01007395,38.267
E01007396,20.449
E01006161,9.123
E01007397,35.416
E01007398,21.949
E01007399,13.665
E01007400,16.258
E01007402,55.617
E01007403,56.251
E01007404,15.614
E01007405,41.989
E01007406,49.703
E01007408,15.572
E01007409,15.014
E01007410,50.359
E01007411,64.564
E01007413,51.286
E01007414,35.212
E01007415,30.233
E01007416,56.75
E01007417,37.755
E01007418,7.038
E01007419,6.24
E01007420,9.327
E01007421,15.982
E01007422,10.193
E01007423,10.881
E01007424,18.151
E01007425,7.393
E01007426,18.085
E01007427,12.629
E01007428,9.161
E01007429,26.9
E01007430,3.991
E01007431,11.229
E01007432,7.625
E01007433,29.948
E01007434,24.016
E01007435,42.591
E01007436,27.015
E01007437,34.046
E01007438,19.306
E01007439,13.475
E01007440,46.494
E01007441,20.793
E01007442,7.702
E01007443,40.921
E01007444,22.802
E01007445,24.526
E01007446,15.299
E01007447,33.465
E01007448,39.312
E01007449,28.362
E01007450,45.139
E01007451,32.335
E01007452,16.422
E01007453,53.735
E01007455,16.752
E01007456,15.533
E01007457,33.303
E01007458,31.28
E01007459,28.146
E01007460,24.366
E01007461,49.689
E01007462,50.036
E01007463,64.478
E01007464,40.683
E01007465,33.485
E01006987,8.406
E01007466,57.518
E01007467,38.089
E01007468,16.142
E01007469,20.464
E01007470,36.348
E01007471,13.568
E01007472,53.652
E01007473,31.731
E01007474,58.895
E01007475,8.064
E01007476,17.624
E01007477,14.082
E01007478,23.742
E01006569,57.527
E01007479,29.246
E01007480,29.621
E01007482,41.619
E01007483,12.855
E01007484,22.581
E01007485,10.254
E01007486,18.589
E01007487,28.207
E01007488,32.02
E01007489,21.754
E01007490,30.454
E01007491,50.953
E01007492,48.844
E01007799,32.966
E01007493,13.114
E01007494,34.457
E01007495,44.292
E01007496,59.093
E01007497,43.786
E01007498,40.221
E01007499,56.833
E01007500,50.241
E01007501,18.343
E01007502,10.931
E01007503,13.914
E01007504,33.412
E01007505,21.253
E01007506,48.469
E01007507,59.536
E01007508,54.657
E01007509,53.406
E01007510,28.285
E01007511,49.875
E01007512,17.013
E01007513,26.907
E01007514,33.372
E01007515,30.938
E01007516,16.303
E01007517,37.85
E01007518,18.711
E01007519,22.237
E01007520,10.067
E01007521,14.922
E01007522,44.518
E01007523,10.147
E01007524,10.638
E01007525,33.643
E01007526,14.763
E01007527,11.012
E01007528,32.799
E01007529,65.205
E01007530,49.03
E01007531,46.34
E01007532,77.257
E01007533,36.556
E01007534,49.134
E01007535,38.339
E01007536,26.539
E01007537,26.07
E01007538,32.116
E01007539,43.869
E01007540,24.838
E01007541,31.247
E01007542,58.399
E01007543,64.733
E01007544,76.898
E01007545,28.815
E01007546,38.819
E01007547,49.453
E01007548,40.857
E01007549,46.715
E01007550,32.789
E01007551,13.479
E01007552,11.703
E01007553,13.13
E01007554,16.596
E01007555,44.304
E01007556,42.649
E01007557,31.329
E01007558,18.744
E01007559,33.814
E01007560,15.311
E01007561,8.414
E01007562,21.052
E01007563,51.938
E01007564,43.641
E01007565,14.6
E01007566,47.314
E01007567,22.131
E01007568,49.426
E01007569,33.009
E01007570,16.236
E01007571,30.394
E01007572,28.024
E01007573,59.349
E01007574,48.811
E01007575,69.904
E01007576,29.538
E01007577,70.656
E01007578,45.797
E01007579,34.37
E01007580,25.102
E01007581,7.946
E01007582,13.016
E01007583,19.889
E01007584,25.708
E01007585,16.647
E01007586,14.609
E01007587,25.731
E01007588,19.79
E01007589,12.342
E01007590,42.362
E01007591,29.02
E01007592,47.066
E01007593,39.031
E01007594,11.196
E01007595,33.752
E01007596,12.32
E01007597,51.49
E01007598,15.087
E01007599,10.493
E01007600,5.196
E01007601,8.201
E01007602,6.422
E01007603,8.461
E01007604,11.502
E01007605,10.551
E01007606,7.844
E01007607,23.569
E01007608,17.551
E01007609,16.674
E01007610,7.219
E01007611,24.326
E01007612,9.318
E01007613,17.905
E01007614,13.603
E01007615,15.457
E01007616,11.934
E01007617,5.086
E01007618,8.915
E01007619,3.384
E01007620,14.581
E01007621,12.925
E01007622,9.589
E01007623,26.229
E01007624,6.723
E01007625,21.752
E01007626,57.707
E01007627,43.208
E01007628,52.002
E01007629,61.404
E01007630,14.71
E01007631,6.748
E01007632,31.299
E01007633,39.899
E01007634,45.792
E01007635,40.949
E01007636,36.883
E01007637,25.377
E01007638,37.35
E01007639,29.384
E01007640,19.268
E01007641,24.6
E01007642,37.014
E01007643,50.985
E01007644,20.642
E01007645,48.862
E01007646,27.006
E01007647,22.727
E01007648,52.497
E01007649,16.243
E01007650,24.746
E01007651,36.175
E01007652,49.932
E01007653,21.027
E01007654,33.797
E01007655,51.056
E01007656,37.985
E01007657,11.464
E01007658,12.674
E01007659,11.847
E01007660,14.605
E01007661,11.984
E01007662,56.196
E01007663,8.711
E01007664,9.326
E01007665,13.408
E01007666,14.869
E01007667,30.72
E01007668,60.366
E01007669,19.317
E01007670,7.244
E01007671,13.84
E01007672,9.387
E01007673,30.822
E01007674,7.629
E01007675,24.16
E01007676,28.875
E01007677,62.691
E01007678,9.629
E01007679,28.689
E01007680,34.556
E01007681,19.133
E01007682,20.599
E01007683,13.036
E01007684,14.442
E01007685,13.546
E01007686,9.98
E01007687,20.653
E01007688,15.742
E01007689,14.691
E01007690,6.305
E01007691,10.349
E01007692,16.176
E01007693,22.345
E01007694,36.063
E01007695,17.157
E01007696,21.504
E01007697,40.713
E01007698,17.884
E01007699,24.454
E01007700,12.562
E01007701,40.831
E01007702,29.498
